industry,budget,mail_response_count,total_meet_count,mail_open_rate,website_visits,converted
Healthcare,20248.7607703869,2,0,0.5333829777239314,59.0,0
Manufacturing,8460.363855327902,1,0,0.6670612694569824,41.0,0
Manufacturing,30737.808184204223,1,2,0.635438430740293,21.0,0
Healthcare,13154.239421156864,3,0,0.7947417685625049,65.0,0
Finance,22820.432466633494,2,2,0.205021806944338,28.0,0
Finance,60145.112473983856,5,3,0.3062859500160204,16.0,1
Healthcare,111953.2592946899,6,7,0.2280025038985423,25.0,1
Manufacturing,45257.646894067504,5,0,0.2570101138600119,5.0,0
Finance,56189.89911851522,6,6,0.3035166332824208,18.0,1
E-commerce,29176.162981071444,3,2,0.1334403032792854,24.0,0
Finance,57704.66122363764,1,1,0.2413566427382684,11.0,0
Manufacturing,12182.314482600214,6,4,0.3671719019972085,25.0,1
Healthcare,52572.76960535706,1,0,0.125722561203547,19.0,0
E-commerce,91508.661587351,1,0,0.2435871137297265,2.0,0
Healthcare,288520.37536120653,0,0,0.1849904777947455,1.0,0
SaaS,50484.63557637944,8,1,0.2384898696022115,12.0,0
Finance,125230.94452985925,6,3,0.3417259936660932,32.0,1
Finance,135529.14914921485,5,3,0.3654873630761808,12.0,1
Manufacturing,23148.053024799632,1,2,0.0816192993864312,22.0,0
Manufacturing,42527.37287278122,1,0,0.2927618496212177,9.0,0
E-commerce,38118.13539923274,7,5,0.2835271940231726,27.0,1
SaaS,10334.71607300762,1,0,0.6647786558078281,30.0,0
E-commerce,74031.20766179549,7,3,0.2995037479831326,14.0,1
Finance,421202.2822145719,0,0,0.2137436858732581,3.0,0
Healthcare,89172.56292268216,3,1,0.0969120966179751,9.0,0
Healthcare,109906.0596195404,15,11,0.3578120592946399,50.0,1
SaaS,240089.50792406188,2,2,0.4201983424496301,8.0,1
Healthcare,90313.6384464162,7,9,0.3264930589862493,37.0,1
Finance,127387.59982416422,3,2,0.4571019499534303,20.0,0
SaaS,74702.51093928398,2,1,0.2089293707442162,12.0,0
E-commerce,35321.73466886219,3,1,0.443294299160124,6.0,0
Healthcare,361724.24603738287,1,3,0.2809090202407492,6.0,1
Finance,60395.10634600264,5,1,0.4019913865997611,9.0,0
Finance,37770.90522667526,3,1,0.3750144215684116,9.0,0
Finance,87134.55641907717,8,3,0.3436880743904336,20.0,1
Healthcare,63305.31958393109,7,3,0.3413455643289537,26.0,1
SaaS,105068.59738354848,4,2,0.1899048476334567,28.0,0
SaaS,236814.20629364628,0,0,0.2549439128578736,13.0,0
SaaS,17705.735323943372,11,10,0.4187532942082805,52.0,1
Healthcare,26779.16191935179,9,2,0.4387160379275678,26.0,1
E-commerce,292667.74011500226,3,7,0.2323200245750751,11.0,1
Finance,50117.76216266669,5,1,0.3561735998259854,3.0,1
SaaS,12558.053828435768,2,0,0.5548148654896383,17.0,0
E-commerce,70796.95873293067,6,8,0.1591688134647985,31.0,1
Finance,136227.24264056675,4,2,0.2559912875885649,8.0,0
Finance,51883.4663481379,3,2,0.2468609901890515,9.0,0
E-commerce,29092.544868357814,7,6,0.4199592100296678,30.0,1
Healthcare,60541.38642051712,3,2,0.4184967791350077,17.0,0
SaaS,495797.3682919686,1,1,0.2803209876258297,1.0,1
Finance,35066.04828883212,0,0,0.0793562975870534,14.0,0
SaaS,44575.23360740027,8,2,0.3157246002940698,17.0,1
Healthcare,47811.61910746521,5,3,0.347408314088154,20.0,1
Finance,95439.8277917111,4,3,0.1558810962782487,9.0,0
SaaS,317568.3690625666,1,3,0.2209847353105787,6.0,1
Finance,89110.01621065132,3,3,0.1932643038345705,17.0,1
Healthcare,242939.78990613756,5,5,0.1360067670642414,10.0,1
Finance,137669.95500365196,3,4,0.2868735858281057,7.0,1
Finance,42704.47820993263,4,2,0.1213092512202722,22.0,0
Healthcare,139136.1218943957,1,0,0.2410118089816323,8.0,0
Finance,532393.2109939539,0,0,0.1690691728373131,13.0,0
Manufacturing,18776.519020061463,2,5,0.3897050670981725,19.0,0
Finance,156147.77846441354,1,0,0.0719359568682225,8.0,0
SaaS,248760.6327733524,0,0,0.2835271940231726,7.0,0
Finance,150884.38762929666,0,0,0.3327301502030196,3.0,0
Healthcare,19337.99397363787,0,0,0.908411081929844,17.0,0
Manufacturing,55527.62964318247,8,6,0.3744608714235017,31.0,1
Finance,28155.051852786,0,0,0.1140269450172324,26.0,0
Manufacturing,30314.671165148528,5,1,0.1411706132114006,20.0,0
Finance,76911.16226000358,2,0,0.1471242648355205,19.0,0
SaaS,148378.41637919418,3,6,0.3272883182368883,19.0,1
SaaS,132776.78270221938,1,4,0.360814858946772,3.0,1
E-commerce,8670.20552933384,1,0,0.6424260521379931,33.0,0
SaaS,33316.63289288749,8,5,0.6331079431871545,24.0,1
SaaS,21711.023081351563,8,3,0.405920268298279,33.0,1
Finance,29175.15230533123,2,4,0.2027933616910105,31.0,1
Finance,167201.06659501637,1,3,0.5008473381476343,13.0,0
Manufacturing,117435.03521127129,1,1,0.2835271940231726,4.0,1
Healthcare,87560.82432522708,1,1,0.2589096231505209,15.0,0
Healthcare,36104.40163365877,6,1,0.2285794333583604,20.0,0
E-commerce,32630.065817153543,10,5,0.3988599719535776,27.0,1
Healthcare,103795.89936171209,4,2,0.2123493784032923,18.0,1
Manufacturing,31845.822830731897,5,2,0.2467351616805084,25.0,0
SaaS,73575.87469017757,1,1,0.1253461930756255,23.0,0
SaaS,177739.78135766575,9,1,0.2835271940231726,10.0,1
E-commerce,22786.96590082129,10,10,0.3859037161193944,27.0,1
Finance,51498.07511672433,1,1,0.1237296125141422,36.0,0
Healthcare,11707.768312831084,1,0,0.5135757323920702,20.0,0
SaaS,71948.9362797211,5,1,0.298367675465587,14.0,0
Finance,63189.68387333275,3,2,0.2127249286225457,17.0,0
SaaS,233633.97300711076,2,2,0.2628939250854405,9.0,1
Manufacturing,55536.92275506809,4,4,0.6233174916637053,17.0,0
Healthcare,299499.5434829144,2,5,0.2532490110118537,7.0,1
Healthcare,92119.81473281184,8,7,0.3225807244512607,35.0,1
Manufacturing,47049.033979111344,5,4,0.2464504014905413,19.0,1
Healthcare,22425.26862607424,1,0,0.907434705072142,31.0,0
SaaS,252974.2177535109,2,3,0.4327327620471926,16.0,1
Healthcare,119734.44871983412,3,2,0.2863452888929561,13.0,0
Manufacturing,35747.92833271703,9,4,0.2878056171301263,21.0,1
SaaS,70640.5093615216,6,2,0.3153222366025722,9.0,1
E-commerce,34761.77498765416,3,4,0.3472228184504322,19.0,0
E-commerce,123872.83494873856,7,2,0.202406200530283,10.0,1
Healthcare,46345.02292934881,1,3,0.4134889407743777,21.0,0
Healthcare,14040.280010581531,3,0,0.6946192326229957,49.0,0
E-commerce,103250.05340563029,1,0,0.3624442519185593,15.0,0
Healthcare,18813.684324530863,5,1,0.5974197015798162,42.0,0
E-commerce,130351.12867858192,2,2,0.1478698049837498,14.0,1
Manufacturing,44498.73305358025,5,2,0.286973169863408,25.0,1
SaaS,85186.73161034605,0,0,0.0965658225269409,6.0,0
SaaS,46757.8621015987,2,2,0.37846201875762,16.0,0
E-commerce,107461.00402318366,3,4,0.3390949728482329,13.0,0
E-commerce,22901.56576512395,1,0,0.7141235068946276,17.0,0
Healthcare,47704.05082415491,8,8,0.2874713144432705,37.0,1
Finance,191521.0538300592,1,2,0.2207868473932044,3.0,0
Healthcare,35045.75742804646,6,5,0.2810777497502288,18.0,1
SaaS,19947.58046646924,1,1,0.8341093212738174,20.0,0
SaaS,87270.46265880785,6,5,0.3340708787152372,33.0,1
SaaS,22800.28716036401,14,6,0.5061785283887362,18.0,1
Healthcare,115623.4110516238,3,0,0.3970574070216914,14.0,0
SaaS,37591.72685960591,0,0,0.1505555405030478,23.0,0
Finance,58958.54088793846,5,5,0.2441467663865377,32.0,1
SaaS,55241.730786406246,7,1,0.3125244801109937,17.0,0
SaaS,68132.33806416758,7,11,0.2103326109542112,37.0,1
Finance,47481.041758971776,4,4,0.309952958226402,11.0,1
Healthcare,45903.23702823705,8,3,0.3665136972910277,20.0,1
SaaS,322845.3340083402,0,0,0.0857615941462206,6.0,0
SaaS,90377.18664329174,5,0,0.1814212847713152,8.0,0
Finance,116100.4239348108,5,3,0.2217497091080495,19.0,1
Manufacturing,107909.73848664948,0,1,0.3890902227902695,12.0,0
SaaS,16194.313310426149,0,1,0.8285901416221976,15.0,0
Manufacturing,15585.489982233905,5,3,0.641919489224634,21.0,0
Healthcare,43952.880088607664,3,1,0.2763560278088498,15.0,0
SaaS,81968.23405573818,6,5,0.2970947375243726,21.0,1
E-commerce,40095.6164602726,1,1,0.3692302745593894,31.0,0
SaaS,11107.655406986412,1,0,0.6900854488857789,58.0,0
SaaS,348768.6317637231,2,1,0.2615977753654674,10.0,0
Healthcare,203481.86627460385,2,3,0.3268882625221366,8.0,1
Healthcare,67545.51336617302,7,3,0.3520974025790264,14.0,1
Finance,87729.52051356794,5,5,0.1954431405486109,21.0,1
Finance,14563.466718793894,1,0,0.6789190288042819,80.0,0
Finance,45111.79359426576,10,7,0.4231677018146673,29.0,1
Finance,54966.03823196703,4,2,0.2182082128568622,17.0,1
Manufacturing,8887.273000332874,2,0,0.5519705421911401,43.0,0
Finance,12206.49162134012,1,1,0.9124578337746778,36.0,0
SaaS,86220.61203942346,4,2,0.2073761351404365,29.0,1
E-commerce,73988.26653523152,3,3,0.3498489821651779,16.0,0
SaaS,28237.035300989835,1,2,0.0891655139119563,10.0,0
Finance,155628.506919388,4,2,0.1936951325793127,4.0,0
SaaS,78920.25764605124,1,0,0.0735810042492692,22.0,0
SaaS,52873.2263171994,1,0,0.1729903167507897,10.0,0
SaaS,84704.4562761609,2,0,0.1980900289032618,21.0,0
E-commerce,54029.01695725176,5,2,0.2837144603234759,12.0,1
Manufacturing,90580.30845136657,2,0,0.2695513638520427,22.0,0
SaaS,39056.83048542709,6,7,0.3373265611361597,24.0,1
Healthcare,16477.08817857357,1,0,0.7493238734292363,49.0,0
SaaS,37901.67201616389,2,5,0.6370453409462601,15.0,0
Finance,51320.29431502863,9,3,0.4074565123946946,18.0,1
E-commerce,70980.97947322408,0,0,0.111587649109814,12.0,0
Finance,236593.58714935268,1,6,0.2022356951953875,0.0,1
Healthcare,235180.43847597827,4,10,0.5154320315028209,5.0,1
E-commerce,32310.22829564716,4,5,0.1033411086335338,23.0,1
SaaS,8475.238779670522,0,1,0.7629939237879064,35.0,0
Healthcare,17086.57586450586,7,3,0.2636978356055238,11.0,0
SaaS,48575.34318966492,2,0,0.1753395148900711,23.0,0
E-commerce,19192.336241449997,2,3,0.2124840862913327,22.0,0
Healthcare,389067.2409723025,1,0,0.4528085734303896,4.0,0
E-commerce,111208.66996961944,1,1,0.2225687720458348,2.0,0
Finance,16780.860886195413,2,0,0.7143711586885779,32.0,0
E-commerce,13481.281066840387,2,1,0.6261024639625674,25.0,0
E-commerce,43931.03909254992,12,6,0.4606862768736007,17.0,1
Finance,53911.15367924168,10,10,0.4552610638021714,32.0,1
Healthcare,22774.72014377676,2,1,0.5040433471753937,40.0,0
Finance,190015.40766521977,6,9,0.280034370373359,8.0,1
SaaS,325839.87666714774,2,1,0.5774147868754879,6.0,1
SaaS,127298.22043968205,5,4,0.409357745613659,36.0,1
SaaS,45253.42721042628,4,4,0.4295589382089598,19.0,0
Finance,313212.5819059447,1,1,0.1295122795141693,9.0,0
Finance,44147.20273894576,2,1,0.1818113663217632,38.0,0
Finance,86228.31210281813,5,6,0.2276367475806784,25.0,1
Healthcare,62119.693783450384,7,2,0.3441632682287537,14.0,1
SaaS,231669.54336386,0,0,0.0988418542854852,2.0,0
E-commerce,42989.50578456454,3,4,0.2539112322786115,19.0,1
SaaS,13683.436362069977,3,0,0.6196013800444109,31.0,0
Healthcare,73916.63939888711,6,2,0.2154617162497874,33.0,0
Manufacturing,110165.24343944657,2,4,0.238772812668705,0.0,1
SaaS,40867.92751545707,5,3,0.2270775935173822,23.0,1
Manufacturing,253772.54981494875,1,1,0.1689992569153454,8.0,0
SaaS,73963.03288436902,3,4,0.2486950853575747,48.0,1
Healthcare,22722.54577856113,0,0,0.593573802615918,18.0,0
Finance,39381.80109002923,6,5,0.2771987518299807,27.0,1
SaaS,44456.289055085,6,3,0.3098035340129423,5.0,0
Finance,57425.72241675162,2,3,0.4984429221053333,7.0,0
Healthcare,43815.16951377256,3,1,0.289109242404988,13.0,0
SaaS,53577.79253046451,8,4,0.3416699399214896,12.0,1
SaaS,123230.28351681416,0,0,0.1769691581081083,2.0,0
SaaS,26998.92451321996,3,1,0.2367125420859216,11.0,0
Finance,113073.58620890134,9,7,0.4197028378422832,20.0,1
Healthcare,62157.293293764895,3,1,0.1832423319979892,23.0,0
SaaS,24395.836183798736,5,2,0.1844289960971905,14.0,0
Manufacturing,110420.36461385625,1,3,0.604282479790512,2.0,0
SaaS,56888.411406068575,7,3,0.1790877160807606,24.0,1
Manufacturing,60858.0415213083,5,1,0.2351124306616054,31.0,0
E-commerce,61965.46796853856,5,3,0.5447757667758433,30.0,1
SaaS,144100.8211910251,2,2,0.1585870325041341,3.0,1
Finance,120085.74802100266,1,1,0.1103716737566643,4.0,1
SaaS,61130.56547532402,7,4,0.3659015341877759,36.0,1
SaaS,27871.556140147542,9,8,0.2853584613648613,33.0,1
SaaS,30219.130749837237,3,1,0.2276322431563394,18.0,0
SaaS,117340.0038814484,0,0,0.1637696783353351,4.0,0
SaaS,67001.57228536125,2,1,0.2788617095459553,20.0,0
Healthcare,41103.18027628243,3,3,0.3996999192130471,4.0,0
SaaS,73094.95598928734,3,2,0.2338937672807671,14.0,0
Finance,113832.2317927547,2,0,0.1340115158993386,19.0,0
E-commerce,57454.67866428073,4,2,0.1068050027655182,9.0,0
Finance,627592.4801886759,0,0,0.0964380065611211,5.0,0
Finance,84974.96828127008,5,1,0.0834461085699528,14.0,0
Healthcare,57733.11424393618,3,3,0.2995681108223349,10.0,0
SaaS,28387.91480930762,5,3,0.3983144983543517,15.0,1
Healthcare,373784.1661657984,3,3,0.2357795818317782,4.0,1
Healthcare,85074.8722866426,1,0,0.0584425271894658,13.0,0
SaaS,18130.303771533825,3,0,0.5527779816823831,25.0,0
Healthcare,98044.11754020838,5,1,0.5000346425506897,13.0,0
Manufacturing,271854.4744120454,0,0,0.0444286643204579,3.0,0
Manufacturing,116802.29267534456,1,1,0.2946079378284794,8.0,0
SaaS,224641.3167973216,0,0,0.2902048754093361,13.0,0
Healthcare,21630.11958528137,1,0,0.2835271940231726,26.0,0
SaaS,145012.5445467678,1,2,0.1116837177389209,10.0,1
Finance,109662.80119844413,10,3,0.3297088944726871,20.0,1
SaaS,221442.62662275345,0,0,0.2256511036638457,15.0,0
Healthcare,20909.807068117138,7,5,0.2749077205513202,20.0,1
Manufacturing,76693.70966646174,1,3,0.5247040911949834,5.0,1
Finance,125636.6147340805,8,2,0.1007174728607984,21.0,1
SaaS,73168.32401542623,17,11,0.5136403111252814,40.0,1
SaaS,7890.377485222277,2,0,0.7684693363968692,14.0,0
SaaS,110964.10311856918,4,1,0.2195413573967183,17.0,1
Finance,241928.94395588367,2,5,0.1333333771368817,4.0,1
Manufacturing,20809.88049336696,5,2,0.2896613769768132,31.0,0
SaaS,44289.530911254944,4,3,0.1728016105025991,7.0,1
SaaS,194588.6092607088,5,5,0.4341676847961999,5.0,1
Finance,18351.94301966516,2,0,0.5909115944830472,34.0,0
SaaS,291950.940687947,0,0,0.2967065652228803,8.0,0
Healthcare,117645.22131705988,6,4,0.3739969427363616,29.0,1
Finance,49322.36091245071,5,4,0.1198431640728913,27.0,1
Finance,21427.751819246787,2,1,0.3422934673096368,26.0,0
E-commerce,143096.15728390208,1,3,0.572599518597035,8.0,0
Finance,272149.8844343889,0,0,0.2428066459847535,4.0,0
Finance,18097.85113788966,4,0,0.9221372760176144,67.0,0
SaaS,230538.59880902423,3,2,0.3786196768720637,3.0,0
E-commerce,32938.507732260856,5,5,0.1821582989763372,22.0,1
Finance,347929.8033140572,3,4,0.4546137728617433,10.0,1
SaaS,50648.97273097114,8,5,0.3516524344237538,22.0,1
Finance,18816.210845833783,3,0,0.7251128292354101,48.0,0
Finance,11520.45877801608,0,1,0.4702489619596169,28.0,0
Finance,49158.212052587485,1,0,0.0844863001437168,19.0,0
E-commerce,43431.38186478858,2,3,0.4365564873584877,32.0,0
Finance,103998.64200323346,1,1,0.4617423431320891,2.0,0
Finance,12187.813369265445,10,4,0.3487411568848151,30.0,1
Healthcare,40424.99985678569,4,3,0.2974021589800229,21.0,0
E-commerce,11357.42812447295,2,0,0.5335331058557782,23.0,0
Healthcare,138327.1697682771,2,4,0.2184784085181799,18.0,1
Healthcare,60110.37672244986,1,2,0.0892563352782134,16.0,0
Finance,457131.8704308205,2,2,0.5146864629418415,6.0,1
Healthcare,111890.32203388316,3,1,0.4938575022844891,19.0,0
SaaS,202992.0391449656,5,15,0.4202149116860524,5.0,1
SaaS,258859.3753351318,2,3,0.3591719596030716,13.0,1
Healthcare,45888.32779511616,14,5,0.4644914808067467,17.0,1
Healthcare,36117.14594884588,2,1,0.2719580200822938,24.0,0
Finance,35506.66195780649,7,5,0.5119051527728546,22.0,1
Healthcare,289733.94981142425,1,1,0.1466578609646994,11.0,1
Finance,55067.9753396961,5,1,0.510705296153237,15.0,0
E-commerce,33884.55068463228,4,1,0.2537970911606461,28.0,0
Manufacturing,187721.97016570807,1,1,0.3543509402096149,14.0,1
Manufacturing,93261.58687413616,11,4,0.3138930921510424,25.0,1
E-commerce,48054.917592095735,5,3,0.2979637493534268,15.0,1
SaaS,36057.21011484564,5,3,0.4036195539496519,12.0,1
SaaS,214233.53043267375,7,13,0.4547940025521105,4.0,1
Healthcare,18950.18704259693,1,0,0.7770453868597216,51.0,0
SaaS,90731.21968274728,9,4,0.4979423376409302,30.0,1
SaaS,44004.34662438551,2,3,0.1101900093015633,23.0,0
SaaS,40050.63300835633,8,5,0.43427957119044,18.0,1
E-commerce,472672.9410380711,2,2,0.2184307392422426,1.0,1
Healthcare,108094.23372979356,8,6,0.402294571904927,42.0,1
Healthcare,102299.28305610956,1,0,0.2275558766579593,5.0,0
Manufacturing,154751.40702384728,0,0,0.0961908116935726,5.0,0
Finance,58901.06544760224,5,4,0.1903467556075994,19.0,1
SaaS,19152.59284091292,6,1,0.2835271940231726,18.0,0
Manufacturing,144460.01524919548,0,0,0.1409061125947026,6.0,0
SaaS,11722.835061424468,1,0,0.6327011990986455,60.0,0
SaaS,15961.711492659597,11,7,0.2212784689077411,30.0,1
Finance,40197.45475554535,5,2,0.4944997855293996,9.0,0
Healthcare,40715.12557379888,5,2,0.1165715854310619,30.0,0
E-commerce,11084.917744301823,1,0,0.747026960366817,28.0,0
SaaS,14793.373842944433,2,0,0.4872074070931666,51.0,0
SaaS,36335.87733043968,1,5,0.0884262077160434,19.0,0
Finance,50742.98123751199,3,2,0.199431037039781,20.0,0
Finance,593380.3574039289,0,0,0.20443661553012,10.0,0
Manufacturing,73802.15009448801,3,3,0.12113081260499,18.0,0
Healthcare,259595.0918630377,2,5,0.3878436502157308,13.0,1
SaaS,98855.01702973444,0,0,0.2785421752078302,18.0,0
Finance,24031.222547398265,4,0,0.7637719031213362,66.0,0
SaaS,17357.599980403378,2,0,0.7697650806088464,59.0,0
Manufacturing,60094.5411972816,8,1,0.2775896589742206,17.0,1
SaaS,83453.52509718525,6,2,0.2678768699845479,15.0,1
Finance,69460.67474681654,4,3,0.270847364252776,32.0,1
SaaS,45881.2602357523,4,2,0.2928390977860966,13.0,1
E-commerce,58832.551871625285,4,1,0.2985939412355649,39.0,0
Healthcare,84244.43515289573,13,7,0.6889226680613526,31.0,1
E-commerce,56558.07789684148,5,0,0.2174711208195135,29.0,0
SaaS,94430.33221813732,5,3,0.4433311929397471,28.0,1
E-commerce,19340.300123580266,7,2,0.3739155596862153,17.0,1
SaaS,21984.565771243066,5,2,0.2021642417477022,15.0,0
Finance,414999.3892771549,0,0,0.2830030193927537,8.0,0
Healthcare,73901.23759299914,4,4,0.1395866744720451,26.0,1
Finance,52311.71820258426,8,4,0.3046958211638338,45.0,1
Manufacturing,36770.29685623082,3,3,0.2482794156607065,21.0,1
E-commerce,15106.699968320812,2,0,0.8230000017561234,66.0,0
SaaS,73201.53633385904,3,2,0.1555422032238141,12.0,1
Healthcare,47494.32791312333,8,4,0.3658970702198051,25.0,1
Finance,16796.837538511532,0,0,0.8674391202467413,20.0,0
E-commerce,42970.73558587536,1,1,0.0817113109262137,25.0,0
SaaS,12344.90492799983,0,0,0.8669121275906938,57.0,0
Finance,24801.889497109976,0,0,0.7581281526162577,64.0,1
SaaS,51223.39935784348,4,1,0.2835271940231726,12.0,0
Finance,34637.11670368401,1,2,0.0345383258632612,14.0,0
Healthcare,27539.858082026403,2,2,0.4176177386329974,17.0,0
SaaS,38681.820496312335,4,4,0.2246032378853685,3.0,0
Finance,18460.03634302145,2,0,0.7428760238538844,35.0,0
Manufacturing,116503.2100602382,2,2,0.424650479807753,5.0,1
Finance,221144.165858984,1,1,0.2141392922010857,6.0,0
Finance,237569.99809070563,4,10,0.3584720002477646,4.0,1
Finance,45764.21024560154,7,4,0.4359725524439712,18.0,1
E-commerce,36261.42017844618,3,4,0.2392128893349386,21.0,1
Healthcare,420429.4567461039,3,4,0.1825945166337117,16.0,1
SaaS,190182.9394706804,0,0,0.2878969990812087,1.0,0
Finance,120821.27322422816,9,3,0.3073029274318595,10.0,1
Finance,15698.65490360652,2,0,0.7692696446914441,40.0,0
Healthcare,40496.86766312895,5,3,0.223556862860897,15.0,1
E-commerce,31550.78546372757,1,0,0.0346670373140869,3.0,0
E-commerce,14482.979616593177,1,1,0.6960443656183989,20.0,0
Finance,18966.8594937768,1,0,0.7548407252868322,33.0,0
SaaS,61595.80438115964,1,0,0.2298172839390197,9.0,0
Manufacturing,233592.34794625163,1,3,0.1869212052203207,3.0,1
Healthcare,178335.46320350343,1,1,0.1639615222120034,2.0,0
E-commerce,250474.52598759785,0,0,0.2112094625130536,2.0,0
Finance,62287.52765819698,5,3,0.2383195189144951,16.0,1
Manufacturing,29686.557133164675,7,3,0.3681068205295092,19.0,1
E-commerce,200329.26070449324,0,0,0.1758985440381643,8.0,0
Manufacturing,73238.36287553691,2,1,0.1285035692869887,20.0,0
SaaS,77822.10998322527,3,3,0.2440854232438808,14.0,0
Healthcare,173145.6704760789,0,0,0.0709484423090782,15.0,0
Manufacturing,15454.184451780968,2,0,0.7901150072709344,30.0,0
Healthcare,74108.25596493935,3,1,0.0886031294294302,19.0,0
Healthcare,54685.64198180378,9,3,0.2988759675858241,14.0,1
SaaS,153094.73564320125,0,0,0.399708969751613,3.0,0
E-commerce,15043.124131898789,0,0,0.3360434828099853,47.0,0
Manufacturing,6503.256561242995,0,1,0.6959327856929943,72.0,0
Finance,9276.057355287134,2,1,0.6963150853865459,46.0,0
E-commerce,53677.67706612497,6,3,0.2231453197098765,10.0,0
SaaS,61545.70708011201,9,3,0.3622554747075417,18.0,1
Finance,45811.596938191455,12,7,0.3594739014237723,32.0,1
Healthcare,15923.534097316808,0,0,0.7983221174932208,20.0,0
Healthcare,64033.05186229665,7,4,0.3184455030802484,27.0,1
Healthcare,66454.73359042905,4,4,0.149849802634694,26.0,1
Manufacturing,34456.88252892072,5,3,0.287275698300886,9.0,1
SaaS,32003.618256093385,4,3,0.2835271940231726,19.0,0
SaaS,294927.58045012486,0,0,0.0722825411741457,8.0,0
Manufacturing,34108.975279171835,4,2,0.1785812411736555,12.0,0
Healthcare,52474.99566643983,3,2,0.2259963523866104,18.0,0
E-commerce,39934.163415504685,5,3,0.3102322770961444,41.0,1
Healthcare,53331.14557203763,8,4,0.4285034965829215,13.0,1
E-commerce,266346.1646408652,1,0,0.2835271940231726,8.0,0
Finance,265225.6709596036,0,0,0.0533151705853572,7.0,0
Manufacturing,19461.283445256875,6,6,0.4066265652725221,18.0,1
Finance,30138.18312484576,3,0,0.1930814712237641,7.0,0
Healthcare,18461.40718477223,4,4,0.1886653373848472,15.0,1
E-commerce,329514.0373887064,1,3,0.4457394932278528,7.0,1
Healthcare,81873.93964101277,1,1,0.0556549664774319,9.0,0
SaaS,66057.59722789066,3,3,0.1760388904812573,23.0,1
Healthcare,181767.07227842297,4,2,0.1076219475724148,10.0,0
SaaS,256704.77153629236,4,9,0.2976759461868032,4.0,1
Finance,43462.75275739496,0,0,0.7722214429297187,35.0,0
Finance,68123.17612450004,4,1,0.3602847233481513,19.0,0
Healthcare,41590.65446222911,7,5,0.2524016974569189,20.0,1
SaaS,117954.8272699406,6,1,0.4044134684217076,8.0,1
Finance,42302.381800838426,1,1,0.0839630491131961,21.0,0
Healthcare,70183.28517049257,4,4,0.2643625440612984,22.0,1
Healthcare,132135.49928645344,5,6,0.4429636616295024,7.0,1
Finance,288597.0819738492,1,0,0.1180117259163378,8.0,0
SaaS,426132.21679594816,3,1,0.4521116613358177,8.0,1
E-commerce,12735.468451358272,0,0,0.7533139665736871,37.0,0
Finance,102112.40711147778,1,1,0.1074511917384083,10.0,0
SaaS,75658.42472941782,7,4,0.3994028340030417,16.0,1
SaaS,212386.71010217036,1,3,0.3637262145883324,1.0,1
Healthcare,117039.17768358265,6,2,0.2756052332348659,22.0,1
SaaS,32404.21332471438,4,2,0.2974333613132202,15.0,1
Healthcare,51972.86904594968,5,1,0.1152737984208393,4.0,0
SaaS,235333.72871359004,2,2,0.3292368938015759,10.0,1
Finance,60162.93547949221,3,1,0.2033599688795169,5.0,0
SaaS,47744.50155081782,4,3,0.2674180644249374,5.0,0
SaaS,98549.51482745267,5,0,0.156426369633155,5.0,0
Finance,61978.33613041869,6,1,0.4924237047599196,8.0,0
Healthcare,301534.498793211,1,2,0.6846342177044179,8.0,1
Manufacturing,67618.3324699524,5,1,0.1325968045067267,13.0,0
Healthcare,51200.30039729489,6,3,0.2018249613368029,15.0,1
SaaS,46368.27532115955,4,3,0.2709701495291182,8.0,0
Manufacturing,67820.76673962327,10,6,0.3260092533973757,39.0,1
SaaS,152492.58203636316,3,7,0.3421522402451049,6.0,1
SaaS,111562.14895669374,4,4,0.4320326969892997,2.0,1
E-commerce,89047.65231762434,4,3,0.1362651034915721,12.0,1
E-commerce,13818.18302964898,0,0,0.6395120828489175,42.0,0
SaaS,42931.94758026275,1,1,0.0588745206920591,20.0,0
SaaS,13043.896535474643,1,0,0.6987188522094127,63.0,0
Healthcare,167260.86193883064,2,6,0.2016960843115445,2.0,1
Manufacturing,74893.99369144288,6,3,0.1612475594957177,28.0,1
SaaS,247616.8453323904,1,1,0.3947628534615498,7.0,1
Finance,85155.84599887808,2,1,0.1427119191088103,22.0,0
E-commerce,115109.11391407171,3,1,0.2254785859772083,7.0,0
SaaS,99199.001038387,11,4,0.5440315844405663,16.0,1
Finance,144779.27774265895,2,1,0.3271112900383073,10.0,1
SaaS,202242.98971122317,1,2,0.1297240595953133,6.0,1
Healthcare,114584.88824227396,3,1,0.1900191245228608,30.0,0
E-commerce,80762.61654648623,4,4,0.1662443655957207,29.0,1
Finance,63409.993971986885,1,0,0.2895083481369632,8.0,0
E-commerce,86141.08576591215,4,1,0.1497337191024622,7.0,0
SaaS,23526.45024727505,5,2,0.394965049316004,22.0,1
Finance,122873.62391494492,6,4,0.3399686613348768,3.0,0
Manufacturing,44873.32107300444,8,2,0.437937564580894,22.0,1
SaaS,6806.247676397155,0,1,0.6139970191474736,27.0,0
Healthcare,371682.6160635929,1,0,0.3535608473557232,16.0,0
SaaS,145045.89300579802,6,2,0.3362098243992118,14.0,1
E-commerce,18850.353800454723,1,1,0.8563716829318031,20.0,0
Healthcare,220293.1874384307,6,12,0.3961576211562163,17.0,1
Finance,143118.5150483529,3,3,0.3230330327680816,7.0,1
Finance,46430.3159656088,5,2,0.2725030668152635,14.0,1
